name	ensg	label	id	combined_family	class_id	family_id
FOXN3	ENSMUSG00000033713	FOXN3 (CHES1)	3.3.1.14.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF709	ENSMUSG00000072762	ZNF709 [19]	2.3.3.78.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF709	ENSMUSG00000072763	ZNF709 [19]	2.3.3.78.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CDC5L	ENSMUSG00000023932	CDC5L	3.5.1.1.4	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
E2F7	ENSMUSG00000020185	E2F-7	3.3.2.1.7	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ETV6	ENSMUSG00000030199	ETV6 (Tel-1)	3.5.2.6.1	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
LRRFIP2	ENSMUSG00000032497	LRRFIP2	0.3.1.0.2	Leucine-rich repeat flightless-interacting proteins	0.3	0.3.1
DLX4	ENSMUSG00000020871	DLX-4	3.1.2.5.4	Homeo domain factors>NK-related factors	3.1	3.1.2
IRX2	ENSMUSG00000001504	IRX-2	3.1.4.1.2	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
CREB3L3	ENSMUSG00000035041	CREB-3L3 (CREB-H)	1.1.7.2.4	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
HOXB9	ENSMUSG00000020875	Hox-B9 (HOX2E)	3.1.1.8.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF250	ENSMUSG00000054967	ZNF250 (ZNF647) [13]	2.3.3.0.160	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TEAD2	ENSMUSG00000030796	TEF-4 (TEAD-2)	3.6.1.0.3	TEA domain factors	3.6	3.6.1
ZNF788	ENSMUSG00000078881	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF18	ENSMUSG00000018347	ZNF18 (KOX11, ZKSCAN6, ZNF535)	2.3.3.0.20	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BHLHE22	ENSMUSG00000025128	bHLHe22 (Beta3)	1.2.3.4.11	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ETV3	ENSMUSG00000003382	ETV3 (PE-1)	3.5.2.1.8	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZNF717	ENSMUSG00000037001	ZNF717 (KLF X17) [16+6]	2.3.4.25.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZBTB26	ENSMUSG00000050714	ZBTB26 (ZNF481) [4]	2.3.3.11.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZXDC	ENSMUSG00000034430	ZXDC (ZXDL) [10]	2.3.3.46.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB43	ENSMUSG00000026788	ZBTB43 (ZBTB22B, ZNF297B) [3]	2.3.2.1.10	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
NR0B1	ENSMUSG00000025056	DAX1 (NR0B1)	2.1.7.0.1	Nuclear receptors with C4 zinc fingers>DAX-related receptors (NR0)	2.1	2.1.7
ZNF3	ENSMUSG00000037007	ZNF3 (KOX25) [8]	2.3.3.34.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB6	ENSMUSG00000066798	ZBTB6 (ZID, ZNF482) [4]	2.3.3.11.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HOXA6	ENSMUSG00000043219	Hox-A6 (HOX1B)	3.1.1.6.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF790	ENSMUSG00000050855	ZNF790 [13]	2.3.3.0.158	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ATF3	ENSMUSG00000026628	ATF-3	1.1.2.2.1	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1	1.1.2
ZNF788	ENSMUSG00000096795	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
POU5F1	ENSMUSG00000024406	POU5F1 (Oct-3, Oct-4, OTF-3)	3.1.10.5.1	Homeo domain factors>POU domain factors	3.1	3.1.10
CREBL2	ENSMUSG00000032652	CREBL2	1.1.7.5.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
E2F3	ENSMUSG00000016477	E2F-3	3.3.2.1.3	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ADNP	ENSMUSG00000051149	ADNP1	2.3.4.0.77	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
GABPA	ENSMUSG00000008976	GABPalpha (E4TF1-60, NRSF-2alpha)	3.5.2.1.4	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
STAT6	ENSMUSG00000002147	STAT6	6.2.1.0.7	STAT domain factors	6.2	6.2.1
PGR	ENSMUSG00000031870	Progesterone receptor (PR) (NR3C3)	2.1.1.1.3	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
TCF3	ENSMUSG00000020167	E2A (TCF-3, ITF-1)	1.2.1.0.1	Basic helix-loop-helix factors (bHLH)>E2A-related factors	1.2	1.2.1
SPDEF	ENSMUSG00000024215	SPDEF (PSE)	3.5.2.7.1	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
PPARA	ENSMUSG00000022383	PPARalpha (NR1C1)	2.1.2.5.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZNF788	ENSMUSG00000072066	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
LBX1	ENSMUSG00000025216	LBX-1	3.1.2.10.1	Homeo domain factors>NK-related factors	3.1	3.1.2
AHRR	ENSMUSG00000021575	AhRR	1.2.5.1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
FOXA3	ENSMUSG00000040891	FOXA3 (HNF-3gamma)	3.3.1.1.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF260	ENSMUSG00000049421	ZNF260 (ZFP260) [13]	2.3.3.55.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ATOH1	ENSMUSG00000073043	ATH-1 (ATOH-1)	1.2.3.4.8	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZNF263	ENSMUSG00000022529	ZNF263 (FPM315, ZKSCAN12) [9]	2.3.3.0.79	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZFP14	ENSMUSG00000053985	ZFP14 (ZNF531) [13]	2.3.3.63.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ONECUT3	ENSMUSG00000045518	ONECUT-3 (OC-3)	3.1.9.1.3	Homeo domain factors>HD-CUT factors	3.1	3.1.9
MXI1	ENSMUSG00000025025	Mxi-1	1.2.6.7.5	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
HOXC10	ENSMUSG00000022484	Hox-C10 (HOX3I)	3.1.1.8.6	Homeo domain factors>HOX-related factors	3.1	3.1.1
ELK4	ENSMUSG00000026436	Elk-4 (SAP-1)	3.5.2.2.3	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
SIX1	ENSMUSG00000051367	SIX1	3.1.6.1.1	Homeo domain factors>HD-SINE factors	3.1	3.1.6
TLX1	ENSMUSG00000025215	TLX-1 (HOX11, TCL-3)	3.1.2.21.1	Homeo domain factors>NK-related factors	3.1	3.1.2
POU3F3	ENSMUSG00000045515	POU3F3 (Oct-8, OTF-8, Brn-1)	3.1.10.3.3	Homeo domain factors>POU domain factors	3.1	3.1.10
ZSCAN20	ENSMUSG00000061894	ZSCAN20 (KOX29, ZNF31, ZNF360) [4+6]	2.3.4.0.56	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HMX3	ENSMUSG00000040148	HMX-3 (NKX5-1, NKX-5.1)	3.1.2.18.3	Homeo domain factors>NK-related factors	3.1	3.1.2
E2F4	ENSMUSG00000014859	E2F-4	3.3.2.1.4	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ZNF532	ENSMUSG00000042439	ZNF532 [1+6+3+2]	2.3.4.9.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
POU2F3	ENSMUSG00000032015	POU2F3 (Oct-11, OTF-11, Skn-1)	3.1.10.2.3	Homeo domain factors>POU domain factors	3.1	3.1.10
TFEB	ENSMUSG00000023990	TFEB	1.2.6.1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
MEIS1	ENSMUSG00000020160	Meis1	3.1.4.2.1	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
PHOX2A	ENSMUSG00000007946	PHOX-2A (ARIX, PMX2A)	3.1.3.18.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZSCAN4	ENSMUSG00000054272	ZSCAN4 (ZNF494) [4]	2.3.3.5.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HNF4G	ENSMUSG00000017688	HNF-4gamma (NR2A2)	2.1.3.2.2	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
PAX8	ENSMUSG00000026976	Pax-8	3.2.2.2.3	Paired box factors	3.2	3.2.2
THAP2	ENSMUSG00000020137	THAP2	2.9.1.0.2	C2CH THAP-type zinc finger factors	2.9	2.9.1
FOXK1	ENSMUSG00000056493	FOXK1	3.3.1.11.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF780A	ENSMUSG00000078779	ZNF780A [17]	2.3.3.67.11	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ETV4	ENSMUSG00000017724	ETV4 (E1A-F)	3.5.2.2.5	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZBED4	ENSMUSG00000034333	ZBED4	2.3.5.0.4	C2H2 zinc finger factors>BED zinc finger factors	2.3	2.3.5
EVX2	ENSMUSG00000001815	EVX-2	3.1.1.10.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
NR1D2	ENSMUSG00000021775	Rev-ErbAbeta (NR1D2)	2.1.2.3.2	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
SP5	ENSMUSG00000075304	Sp5	2.3.1.1.5	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF788	ENSMUSG00000078878	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
GZF1	ENSMUSG00000027439	GZF1 (ZBTB23, ZNF336) [10]	2.3.3.0.92	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000003198	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NKX2-5	ENSMUSG00000015579	NKX-2.5 (NKX2-5, NKX2E, NKX4-1, CSX)	3.1.2.17.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF585A	ENSMUSG00000062040	ZNF585B [21]	2.3.3.68.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB11	ENSMUSG00000022601	ZBTB11 [12]	2.3.3.0.124	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
KLF6	ENSMUSG00000000078	KLF6 (CPBP, BCD1)	2.3.1.2.6	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
NKX2-2	ENSMUSG00000027434	NKX-2.2 (NKX2-2, NKX2B)	3.1.2.15.1	Homeo domain factors>NK-related factors	3.1	3.1.2
FOXN4	ENSMUSG00000042002	FOXN4	3.3.1.14.4	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ELMSAN1	ENSMUSG00000042507	C14orf43	3.5.1.3.12	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
SMARCA1	ENSMUSG00000031099	SMARCA1 (SNF2L)	3.5.1.5.1	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
ZNF781	ENSMUSG00000094622	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PLAG1	ENSMUSG00000003282	PLAG1 [7]	2.3.3.25.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
IRF2	ENSMUSG00000031627	IRF-2	3.5.3.0.2	Tryptophan cluster factors>Interferon-regulatory factors	3.5	3.5.3
ZNF541	ENSMUSG00000078796	ZNF541	2.3.4.20.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TSC22D1	ENSMUSG00000022010	TSC22D1 (TSC-22, Cerebral protein 2)	1.1.0.1.1	Basic leucine zipper factors (bZIP)>ZIP only	1.1	1.1.0
PLAGL1	ENSMUSG00000019817	PLAGL1 (LOT1, ZAC) [7]	2.3.3.25.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZC3H6	ENSMUSG00000042851	ZC3H6 (ZC3HDC6) [3]	2.8.1.0.3	C3H zinc finger factors	2.8	2.8.1
ZNF23	ENSMUSG00000044676	ZNF23 (KOX16, ZNF359, ZNF612) [17]	2.3.3.0.210	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CTCF	ENSMUSG00000005698	CTCF [11]	2.3.3.50.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000073184	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
GATA6	ENSMUSG00000005836	GATA-6	2.2.1.1.6	Other C4 zinc finger-type factors	2.2	2.2.1
RERE	ENSMUSG00000039852	RERE (ARG, ARP, ATN1L)	2.2.1.2.4	Other C4 zinc finger-type factors	2.2	2.2.1
PPP1R13L	ENSMUSG00000040734	RAI (iASPP)	6.1.2.2.1	Rel homology region (RHR) factors	6.1	6.1.2
ZBTB20	ENSMUSG00000022708	ZBTB20 (DPZF, ZNF288) [5]	2.3.3.14.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PRDM1	ENSMUSG00000038151	PRDM1 (BLIMP1) [4]	2.3.3.12.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXN1	ENSMUSG00000002057	FOXN1 (Whn)	3.3.1.14.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
SEBOX	ENSMUSG00000017344	SEBOX (OG-9)	3.1.3.24.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ERG	ENSMUSG00000040732	ERG	3.5.2.1.6	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
NFX1	ENSMUSG00000028423	NFX1 (NFX2)	0.4.1.0.1	NFX1-type putative zinc finger factors	0.4	0.4.1
MYRF	ENSMUSG00000036098	Myelin gene regulatory factor (MRF, C11orf9)	6.6.1.0.1	NDT80 domain factors	6.6	6.6.1
CREB5	ENSMUSG00000053007	CREB-5 (CRE-BPa)	1.1.1.3.3	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
FOSL2	ENSMUSG00000029135	Fra-2	1.1.2.1.4	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1	1.1.2
ZNF445	ENSMUSG00000047036	ZNF445 (ZKSCAN15, ZNF168) [12+2]	2.3.4.0.53	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MEOX1	ENSMUSG00000001493	MEOX-1 (MOX-1)	3.1.1.14.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
RUNX3	ENSMUSG00000070691	Runx3 (PEBP2alphaC, CBF-alpha3, AML-2)	6.4.1.0.3	Runt domain factors	6.4	6.4.1
OSR2	ENSMUSG00000022330	OSR2	2.3.3.0.9	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HMBOX1	ENSMUSG00000021972	HMBOX1 (HNF-1LA)	3.1.10.7.3	Homeo domain factors>POU domain factors	3.1	3.1.10
ZNF610	ENSMUSG00000078498	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NR6A1	ENSMUSG00000063972	GCNF  (NR6A1)	2.1.6.0.1	Nuclear receptors with C4 zinc fingers>GCNF-related receptors (NR6)	2.1	2.1.6
HNF4A	ENSMUSG00000017950	HNF-4alpha (NR2A1)	2.1.3.2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
ZFAT	ENSMUSG00000022335	ZFAT (ZFAT1, ZNF406) [1+1+7+10]	2.3.4.21.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SCRT2	ENSMUSG00000060257	SCRT2 [5]	2.3.3.2.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
KAT7	ENSMUSG00000038909	MYST2 (TIP60 protein 2, HBO1, HBOa) [1]	2.7.3.0.2	C2HC zinc finger factors	2.7	2.7.3
ZNF282	ENSMUSG00000025821	ZNF282 (HUB1) [5]	2.3.3.38.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SNAI3	ENSMUSG00000006587	SNAI3 (ZNF293) [5]	2.3.3.2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
THAP7	ENSMUSG00000022760	THAP7	2.9.1.0.7	C2CH THAP-type zinc finger factors	2.9	2.9.1
PITX1	ENSMUSG00000021506	PITX-1 (BFT, PTX1)	3.1.3.19.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
LHX3	ENSMUSG00000026934	Lhx3	3.1.5.4.1	Homeo domain factors>HD-LIM factors	3.1	3.1.5
ZNF575	ENSMUSG00000066721	ZNF575 [6]	2.3.3.0.37	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXC1	ENSMUSG00000050295	FOXC1 (Fkh-L7, FREAC3)	3.3.1.3.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZBTB34	ENSMUSG00000068966	ZBTB34 [3]	2.3.2.1.8	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
ZNF354A	ENSMUSG00000020364	ZNF354A (EZNF, HKL1, TCF17) [13]	2.3.3.64.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF610	ENSMUSG00000100265	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB7B	ENSMUSG00000096192	ZBTB7B [4]	2.3.3.8.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CSRNP2	ENSMUSG00000044636	CSRNP-2 (TAIP12)	0.1.1.0.2	AXUD/CSRNP domain factors	0.1	0.1.1
ZNF770	ENSMUSG00000040321	ZNF770 [3+3+1+2+2]	2.3.4.0.26	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZBTB16	ENSMUSG00000066687	ZBTB16 (PLZF, ZNF145) [9]	2.3.3.0.74	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
KLF4	ENSMUSG00000003032	KLF4 (GKLF)	2.3.1.2.4	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
RFX7	ENSMUSG00000037674	RFX7 (RFXDC-2)	3.3.3.0.7	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
HOXD13	ENSMUSG00000001819	Hox-D13 (HOX4I)	3.1.1.8.16	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF628	ENSMUSG00000074406	ZNF628 [4+2+5]	2.3.4.0.39	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF287	ENSMUSG00000005267	ZNF287 (ZKSCAN13) [14]	2.3.3.0.174	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF251	ENSMUSG00000022526	ZNF251 [11+3]	2.3.4.0.52	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
REST	ENSMUSG00000029249	REST (NRSF, XBR) [1+7+1]	2.3.4.0.27	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HES1	ENSMUSG00000022528	HES-1	1.2.4.1.1	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
ZNF652	ENSMUSG00000075595	ZNF652 (ZFP652) [9]	2.3.3.29.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TBX22	ENSMUSG00000031241	TBX22	6.5.3.0.6	T-Box factors	6.5	6.5.3
ZNF319	ENSMUSG00000046556	ZNF319 [3+13]	2.3.4.23.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF296	ENSMUSG00000011267	ZNF296 (ZNF342) [1+2+3]	2.3.4.15.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF394	ENSMUSG00000029627	ZNF394 (ZKSCAN14) [7]	2.3.3.0.40	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NKX2-6	ENSMUSG00000044186	NKX-2.6 (NKX2-6, NKX2F, NKX4-2, CSX2)	3.1.2.17.3	Homeo domain factors>NK-related factors	3.1	3.1.2
FOXN2	ENSMUSG00000074397	FOXN2 (HTLF)	3.3.1.14.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ELF2	ENSMUSG00000037174	Elf-2 (NERF)	3.5.2.3.2	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
KLF17	ENSMUSG00000048626	KLF17	2.3.1.2.17	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF697	ENSMUSG00000050064	ZNF697 [1+10]	2.3.4.0.41	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HMGXB3	ENSMUSG00000024622	HMGXB3 (SMF) [1]	4.1.2.0.8	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
TAL1	ENSMUSG00000028717	Tal-1 (SCL, TCL-5)	1.2.3.1.1	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
NKX6-3	ENSMUSG00000063672	NKX-6.3 (NKX6-3)	3.1.2.19.3	Homeo domain factors>NK-related factors	3.1	3.1.2
HHEX	ENSMUSG00000024986	HHEX (PRH)	3.1.2.8.1	Homeo domain factors>NK-related factors	3.1	3.1.2
HAND2	ENSMUSG00000038193	HAND-2 (dHAND)	1.2.3.2.4	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
BARX1	ENSMUSG00000021381	BARX-1	3.1.2.2.1	Homeo domain factors>NK-related factors	3.1	3.1.2
HMX2	ENSMUSG00000050100	HMX-2 (H6L, NKX5-2, NKX-5.2)	3.1.2.18.2	Homeo domain factors>NK-related factors	3.1	3.1.2
NHLH2	ENSMUSG00000048540	HEN2 (NSCL-2, NHLH2)	1.2.3.1.5	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
NFKBIA	ENSMUSG00000021025	IkappaBalpha	6.1.2.1.1	Rel homology region (RHR) factors	6.1	6.1.2
MEF2B	ENSMUSG00000079033	MEF-2B (RSRFR2, xMEF2)	5.1.1.1.2	MADS box factors	5.1	5.1.1
NRF1	ENSMUSG00000058440	NRF-1 (alpha-pal)	0.0.6.0.1	Uncharacterized	0.0	0.0.6
ZFP1	ENSMUSG00000055835	ZFP1 (ZNF475) [8]	2.3.3.0.72	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZEB1	ENSMUSG00000024238	ZEB1 (TCF-8)	3.1.8.3.1	Homeo domain factors>HD-ZF factors	3.1	3.1.8
HMGA1	ENSMUSG00000078249	HMGA1 (HMGI(Y))	8.2.1.0.1	A.T hook factors	8.2	8.2.1
ZFP82	ENSMUSG00000098022	ZFP82 (ZNF545) [13]	2.3.3.63.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ATF6	ENSMUSG00000026663	ATF-6alpha	1.1.7.3.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
SOX4	ENSMUSG00000076431	SOX-4 (IRE-ABP)	4.1.1.3.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
PRRX1	ENSMUSG00000026586	PRRX-1 (PHOX1, PMX1)	3.1.3.21.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
GRHL1	ENSMUSG00000020656	GRH-L1 (CP2-L2, LBP-32, MGR)	6.7.1.1.1	Grainyhead domain factors	6.7	6.7.1
NR1H3	ENSMUSG00000002108	LXRalpha (NR1H3)	2.1.2.7.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZBTB1	ENSMUSG00000033454	ZBTB1 [1+1+6]	2.3.4.6.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZSCAN2	ENSMUSG00000038797	ZSCAN2 (ZFP29, ZNF854) [14]	2.3.3.58.6	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXP2	ENSMUSG00000029563	FOXP2	3.3.1.16.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
SMARCC1	ENSMUSG00000032481	SMARCC1 (BAF155)	3.5.1.6.3	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
FIGLA	ENSMUSG00000030001	FIGalpha	1.2.3.2.8	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZNF788	ENSMUSG00000059423	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SMARCC2	ENSMUSG00000025369	SMARCC2 (BAF170)	3.5.1.6.4	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
E2F8	ENSMUSG00000046179	E2F-8	3.3.2.1.8	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
NFIA	ENSMUSG00000028565	NF-1A	7.1.2.0.1	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.2
ZNF610	ENSMUSG00000058186	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
EVX1	ENSMUSG00000005503	EVX-1	3.1.1.10.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF90	ENSMUSG00000055341	ZNF90 [15]	2.3.3.0.184	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
JDP2	ENSMUSG00000034271	JDP-2	1.1.2.2.2	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1	1.1.2
ELF5	ENSMUSG00000027186	Elf-5 (ESE-2)	3.5.2.4.3	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
