name	ensg	label	id	class_id	combined_family	family_id	loc	tss_loc	strand
MSX1	ENSG00000163132	MSX-1 (HOX7)	3.1.2.11.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr4:4861393-4865663	chr4:4861393-4861393	1
NR4A2	ENSG00000153234	NURR1  (NR4A2)	2.1.4.0.2	2.1	Nuclear receptors with C4 zinc fingers>NGFI-B-related receptors (NR4)	2.1.4	chr2:157180944-157198860	chr2:157198860-157198860	-1
HOXC13	ENSG00000123364	Hox-C13 (HOX3G)	3.1.1.8.15	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr12:54332535-54340328	chr12:54332535-54332535	1
SRF	ENSG00000112658	SRF	5.1.2.0.1	5.1	MADS box factors	5.1.2	chr6:43139037-43149243	chr6:43139037-43139037	1
MSC	ENSG00000178860	ABF-1 (Musculin, MyoR, MSC)	1.2.3.3.4	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr8:72753784-72756703	chr8:72756703-72756703	-1
ATF5	ENSG00000169136	ATF-5	1.1.6.0.2	1.1	Basic leucine zipper factors (bZIP)>ATF-4-related factors	1.1.6	chr19:50431959-50437192	chr19:50431959-50431959	1
ZNF354A	ENSG00000169131	ZNF354A (EZNF, HKL1, TCF17) [13]	2.3.3.64.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr5:178138593-178157703	chr5:178157703-178157703	-1
ARID3B	ENSG00000179361	ARID3B (BDP, DRIL2)	3.7.1.3.2	3.7	ARID domain factors	3.7.1	chr15:74833518-74890472	chr15:74833518-74833518	1
NKX2-5	ENSG00000183072	NKX-2.5 (NKX2-5, NKX2E, NKX4-1, CSX)	3.1.2.17.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr5:172659112-172662360	chr5:172662360-172662360	-1
TSHZ1	ENSG00000179981	TSHZ-1	3.1.8.2.1	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr18:72922710-73001905	chr18:72922710-72922710	1
MEOX1	ENSG00000005102	MEOX-1 (MOX-1)	3.1.1.14.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr17:41717756-41739322	chr17:41739322-41739322	-1
TWIST1	ENSG00000122691	Twist-1 (H-Twist, M-Twist)	1.2.3.2.1	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr7:19060614-19157295	chr7:19157295-19157295	-1
CTD-2173L22.4	ENSG00000198416	ZNF658B [2+19]	2.3.4.11.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr9:39443804-39464526	chr9:39464526-39464526	-1
NEUROD2	ENSG00000171532	NeuroD2	1.2.3.4.2	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr17:37759789-37766030	chr17:37766030-37766030	-1
ZNF430	ENSG00000118620	ZNF430 [12]	2.3.3.59.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:21203426-21242856	chr19:21203426-21203426	1
ZNF891	ENSG00000214029	ZNF891 [8]	2.3.3.40.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr12:133694740-133707059	chr12:133707059-133707059	-1
HES6	ENSG00000144485	HES-6	1.2.4.1.6	1.2	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2.4	chr2:239146908-239149303	chr2:239149303-239149303	-1
ZNF500	ENSG00000103199	ZNF500 (ZKSCAN18) [5]	2.3.3.19.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:4798240-4817625	chr16:4817625-4817625	-1
CDX1	ENSG00000113722	CDX-1	3.1.1.9.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr5:149546358-149564120	chr5:149546358-149546358	1
TCF21	ENSG00000118526	Pod-1 (TCF-21)	1.2.3.3.5	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr6:134210276-134216691	chr6:134210276-134210276	1
ZNF574	ENSG00000105732	ZNF574 [3+1+4+8+4]	2.3.4.22.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:42572629-42585701	chr19:42572629-42572629	1
ADNP	ENSG00000101126	ADNP1	2.3.4.0.77	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr20:49505585-49547958	chr20:49547958-49547958	-1
ADNP	ENSG00000101126	ADNP (ADNP1)	3.1.8.1.1	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr20:49505585-49547958	chr20:49547958-49547958	-1
NR3C2	ENSG00000151623	Mineralocorticoid receptor (MR) (NR3C2)	2.1.1.1.2	2.1	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1.1	chr4:148999913-149365850	chr4:149365850-149365850	-1
ZNF785	ENSG00000197162	ZNF785 [7]	2.3.3.39.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:30585061-30597092	chr16:30597092-30597092	-1
NFYC	ENSG00000066136	NF-YC	4.2.1.0.3	4.2	Heteromeric CCAAT-binding factors	4.2.1	chr1:41157320-41237275	chr1:41157320-41157320	1
HOXD11	ENSG00000128713	Hox-D11 (HOX4F)	3.1.1.8.10	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr2:176968944-176974722	chr2:176968944-176968944	1
HOXD10	ENSG00000128710	Hox-D10 (HOX4D, HOX4E)	3.1.1.8.7	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr2:176973518-176984670	chr2:176973518-176973518	1
ZNF195	ENSG00000005801	ZNF195 (ZNFP104) [2+8]	2.3.4.0.59	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr11:3360491-3400448	chr11:3400448-3400448	-1
ZNF384	ENSG00000126746	ZNF384 (CAGH1, CIZ, NMP4, TNRC1) [8]	2.3.3.37.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr12:6775643-6798738	chr12:6798738-6798738	-1
ZNF141	ENSG00000131127	ZNF141 (D4S90) [11]	2.3.3.0.110	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr4:331603-378653	chr4:331603-331603	1
EBF4	ENSG00000088881	EBF4 (COE4)	6.1.5.0.4	6.1	Rel homology region (RHR) factors	6.1.5	chr20:2673480-2740754	chr20:2673480-2673480	1
ZNF91	ENSG00000167232	ZNF91 (HPF7, HTF10) [36]	2.3.3.0.235	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:23487793-23578362	chr19:23578362-23578362	-1
ATOH1	ENSG00000172238	ATH-1 (ATOH-1)	1.2.3.4.8	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr4:94750042-94751221	chr4:94750042-94750042	1
ATF6B	ENSG00000213676	ATF-6beta	1.1.7.3.2	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr6:32065953-32096030	chr6:32096030-32096030	-1
TFAP2C	ENSG00000087510	AP-2gamma	1.3.1.0.3	1.3	Basic helix-span-helix factors (bHSH)	1.3.1	chr20:55204358-55214339	chr20:55204358-55204358	1
ZSCAN23	ENSG00000187987	ZSCAN23 (ZNF390, ZNF453) [5]	2.3.3.10.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr6:28399707-28411279	chr6:28411279-28411279	-1
ZNF98	ENSG00000197360	ZNF98 (ZNF739) [13]	2.3.3.60.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:22573821-22715287	chr19:22715287-22715287	-1
ZNF786	ENSG00000197362	ZNF786 [2+14]	2.3.4.23.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr7:148766735-148787874	chr7:148787874-148787874	-1
ZNF517	ENSG00000197363	ZNF517 [10]	2.3.3.0.96	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr8:146024261-146036554	chr8:146024261-146024261	1
TONSL	ENSG00000160949	IkappaBR	6.1.2.1.6	6.1	Rel homology region (RHR) factors	6.1.2	chr8:145654165-145669827	chr8:145669827-145669827	-1
KLF11	ENSG00000172059	KLF11 (FKLF, TIEG2)	2.3.1.2.11	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr2:10182976-10194963	chr2:10182976-10182976	1
BNC1	ENSG00000169594	BNC1 [2+2+2]	2.3.4.19.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr15:83924655-83953466	chr15:83953466-83953466	-1
HOXA10	ENSG00000253293	Hox-A10 (HOX1H)	3.1.1.8.5	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27210210-27219880	chr7:27219880-27219880	-1
ZNF644	ENSG00000122482	ZNF644 (ZEP2) [5+1+1]	2.3.4.0.76	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr1:91380859-91487829	chr1:91487829-91487829	-1
HOXB4	ENSG00000182742	Hox-B4 (HOX2F)	3.1.1.4.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr17:46652875-46657473	chr17:46657473-46657473	-1
ASCL3	ENSG00000176009	ASH-3	1.2.2.2.3	1.2	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2.2	chr11:8959119-8964580	chr11:8964580-8964580	-1
THAP6	ENSG00000174796	THAP6	2.9.1.0.6	2.9	C2CH THAP-type zinc finger factors	2.9.1	chr4:76439156-76475683	chr4:76439156-76439156	1
ZNF445	ENSG00000185219	ZNF445 (ZKSCAN15, ZNF168) [12+2]	2.3.4.0.53	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr3:44481262-44519162	chr3:44519162-44519162	-1
ATF7	ENSG00000170653	ATF-7	1.1.1.3.2	1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1.1	chr12:53901640-54020199	chr12:54020199-54020199	-1
ZNF433	ENSG00000197647	ZNF433 [19]	2.3.3.0.224	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12125547-12146556	chr19:12146556-12146556	-1
ZNF439	ENSG00000171291	ZNF439 [11]	2.3.3.33.8	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:11959541-11994565	chr19:11959541-11959541	1
IKZF2	ENSG00000030419	IKZF2 (HELIOS, ZNFN1A2) [4+2]	2.3.4.4.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr2:213864429-214017151	chr2:214017151-214017151	-1
ZNF596	ENSG00000172748	ZNF596 (ZNF272) [11]	2.3.3.0.106	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr8:182137-197342	chr8:182137-182137	1
AEBP2	ENSG00000139154	AEBP2 [2]	2.3.2.4.9	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr12:19556979-19873735	chr12:19556979-19556979	1
ETV4	ENSG00000175832	ETV4 (E1A-F)	3.5.2.2.5	3.5	Tryptophan cluster factors>Ets-related factors	3.5.2	chr17:41605212-41656988	chr17:41656988-41656988	-1
LHX6	ENSG00000106852	Lhx6 (Lhx6.1)	3.1.5.5.1	3.1	Homeo domain factors>HD-LIM factors	3.1.5	chr9:124964856-124991905	chr9:124991905-124991905	-1
HKR1	ENSG00000181666	HKR1 (ZNF875) [13]	2.3.3.61.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37803739-37860267	chr19:37803739-37803739	1
RORA	ENSG00000069667	RORalpha (NR1F1)	2.1.2.6.1	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr15:60780483-61521518	chr15:61521518-61521518	-1
FOXP3	ENSG00000049768	FOXP3	3.3.1.16.3	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chrX:49106897-49121288	chrX:49121288-49121288	-1
TFEC	ENSG00000105967	TFEC	1.2.6.1.3	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr7:115575202-115799950	chr7:115799950-115799950	-1
SNAI3	ENSG00000185669	SNAI3 (ZNF293) [5]	2.3.3.2.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:88744090-88752901	chr16:88752901-88752901	-1
DMTF1	ENSG00000135164	DMTF1	3.5.1.7.1	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr7:86781677-86825653	chr7:86781677-86781677	1
DUX4	ENSG00000258389	DUX4	3.1.3.7.5	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr4:191005267-191007077	chr4:191005267-191005267	1
UBTF	ENSG00000108312	UBF [6]	4.1.6.1.1	4.1	High-mobility group (HMG) domain factors>UBF-related factors	4.1.6	chr17:42282401-42298994	chr17:42298994-42298994	-1
EGR3	ENSG00000179388	EGR3 (PILOT)	2.3.1.3.3	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr8:22545172-22550815	chr8:22550815-22550815	-1
ZNF75D	ENSG00000186376	ZNF75D (ZNF82) [5]	2.3.3.6.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chrX:134382867-134478012	chrX:134478012-134478012	-1
ZNF215	ENSG00000149054	ZNF215 (BAZ2, ZKSCAN11)	2.3.3.0.18	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr11:6947635-7005863	chr11:6947635-6947635	1
ZNF525	ENSG00000203326	ZNF525 [7]	2.3.3.27.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53868946-53895470	chr19:53868946-53868946	1
PTF1A	ENSG00000168267	PTF-1a	1.2.3.2.7	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr10:23481256-23483181	chr10:23481256-23481256	1
ZNF154	ENSG00000179909	ZNF154 [12]	2.3.3.0.126	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:58208735-58220579	chr19:58220579-58220579	-1
NFXL1	ENSG00000170448	NFXL1 (OZFP)	0.4.1.0.2	0.4	NFX1-type putative zinc finger factors	0.4.1	chr4:47849257-47916653	chr4:47916653-47916653	-1
ZNF57	ENSG00000171970	ZNF57 (ZNF424) [13]	2.3.3.33.13	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:2900896-2918474	chr19:2900896-2900896	1
KMT2D	ENSG00000167548	MLL2 (HRX2, KMT2D, WBP7, MLL4, TRX2)	2.6.1.0.7	2.6	CXXC zinc finger factors	2.6.1	chr12:49412758-49453557	chr12:49453557-49453557	-1
CASZ1	ENSG00000130940	CASZ1 (CST, SRG, ZNF693) [3+1+1+3]	2.3.4.0.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr1:10696661-10856707	chr1:10856707-10856707	-1
GCM1	ENSG00000137270	GCMa (GCM1)	7.2.1.0.1	7.2	GCM domain factors	7.2.1	chr6:52991762-53013627	chr6:53013627-53013627	-1
FOXF2	ENSG00000137273	FOXF2 (Fkh-L6, FREAC2)	3.3.1.6.2	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr6:1390069-1395832	chr6:1390069-1390069	1
ZNF662	ENSG00000182983	ZNF662 [8]	2.3.3.0.62	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:42947223-42960825	chr3:42947223-42947223	1
ZNF624	ENSG00000197566	ZNF624 [21]	2.3.3.0.227	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr17:16524051-16557170	chr17:16557170-16557170	-1
OTX2	ENSG00000165588	OTX-2	3.1.3.17.2	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr14:57267425-57277197	chr14:57277197-57277197	-1
HMX2	ENSG00000188816	HMX-2 (H6L, NKX5-2, NKX-5.2)	3.1.2.18.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:124907638-124910188	chr10:124907638-124907638	1
ARID1B	ENSG00000049618	ARID1B (BAF250, BAF250A, OSA1, SMARCF1)	3.7.1.1.2	3.7	ARID domain factors	3.7.1	chr6:157099063-157531913	chr6:157099063-157099063	1
RXRG	ENSG00000143171	RXRgamma (NR2B3)	2.1.3.1.3	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr1:165370159-165414433	chr1:165414433-165414433	-1
TBX19	ENSG00000143178	TBX19	6.5.1.0.2	6.5	T-Box factors	6.5.1	chr1:168250278-168283664	chr1:168250278-168250278	1
BATF2	ENSG00000168062	B-ATF-2	1.1.4.0.2	1.1	Basic leucine zipper factors (bZIP)>B-ATF-related factors	1.1.4	chr11:64755415-64764517	chr11:64764517-64764517	-1
ZHX2	ENSG00000178764	ZHX2 (AFP)	3.1.8.5.2	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr8:123793633-123986750	chr8:123793633-123793633	1
ZNF20	ENSG00000132010	ZNF20 (KOX13) [15]	2.3.3.33.17	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12203658-12251222	chr19:12251222-12251222	-1
ZC3H6	ENSG00000188177	ZC3H6 (ZC3HDC6) [3]	2.8.1.0.3	2.8	C3H zinc finger factors	2.8.1	chr2:113033171-113097640	chr2:113033171-113033171	1
ZNF626	ENSG00000188171	ZNF626 [12]	2.3.3.0.137	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:20802867-20844402	chr19:20844402-20844402	-1
NEUROG1	ENSG00000181965	NGN-1 (NeuroD3)	1.2.3.4.5	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr5:134869991-134871639	chr5:134871639-134871639	-1
SALL3	ENSG00000256463	SALL3 (Sal-3, ZNF796) [2+3+2+2]	2.3.4.3.3	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr18:76740275-76762677	chr18:76740275-76740275	1
LHX2	ENSG00000106689	Lhx2 (LH-2)	3.1.5.3.1	3.1	Homeo domain factors>HD-LIM factors	3.1.5	chr9:126763949-126795580	chr9:126763949-126763949	1
KLF16	ENSG00000129911	KLF16 (BTEB4, NSLP2)	2.3.1.2.16	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr19:1852399-1863567	chr19:1863567-1863567	-1
ZNF180	ENSG00000167384	ZNF180 [12]	2.3.3.58.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44979854-45004576	chr19:45004576-45004576	-1
ZNF229	ENSG00000167383	ZNF229 [18]	2.3.3.47.11	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44921685-44952766	chr19:44952766-44952766	-1
SP9	ENSG00000217236	Sp9	2.3.1.1.9	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr2:175199674-175203220	chr2:175199674-175199674	1
GRHL3	ENSG00000158055	GRH-L3 (CP2-L4)	6.7.1.1.3	6.7	Grainyhead domain factors	6.7.1	chr1:24645812-24690972	chr1:24645812-24645812	1
NR2C1	ENSG00000120798	TR2 (NR2C1)	2.1.3.4.1	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr12:95414005-95467479	chr12:95467479-95467479	-1
ZFP14	ENSG00000142065	ZFP14 (ZNF531) [13]	2.3.3.63.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:36827162-36870101	chr19:36870101-36870101	-1
ZNF114	ENSG00000178150	ZNF114	2.3.3.0.11	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:48675575-48790865	chr19:48675575-48675575	1
DDIT3	ENSG00000175197	DDIT3 (CHOP-10)	1.1.8.1.6	1.1	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1.8	chr12:57910371-57914300	chr12:57914300-57914300	-1
ZNF841	ENSG00000197608	ZNF841 [23]	2.3.3.79.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52567719-52599018	chr19:52599018-52599018	-1
ZBTB7C	ENSG00000184828	ZBTB7C [4]	2.3.3.8.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr18:45553044-45937123	chr18:45937123-45937123	-1
ZNF292	ENSG00000188994	ZNF292 [1+5+1+1+2+4+1]	2.3.4.7.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr6:87862551-87973914	chr6:87862551-87862551	1
GLIS3	ENSG00000107249	GLIS3 (ZNF515) [5]	2.3.3.1.6	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr9:3824127-4348392	chr9:4348392-4348392	-1
PRDM16	ENSG00000142611	PRDM16 (MEL1, PFM13) [7+3]	2.3.4.14.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr1:2985732-3355185	chr1:2985732-2985732	1
DLX6	ENSG00000006377	DLX-6	3.1.2.5.6	3.1	Homeo domain factors>NK-related factors	3.1.2	chr7:96634860-96640351	chr7:96634860-96634860	1
ETV2	ENSG00000105672	ETV2	3.5.2.1.3	3.5	Tryptophan cluster factors>Ets-related factors	3.5.2	chr19:36132647-36135773	chr19:36132647-36132647	1
ZNF469	ENSG00000225614	ZNF469 [1+1+3]	2.3.4.0.5	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr16:88493879-88507165	chr16:88493879-88493879	1
NKX6-1	ENSG00000163623	NKX-6.1 (NKX6-1, NKX6A)	3.1.2.19.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr4:85413140-85419603	chr4:85419603-85419603	-1
ZNF493	ENSG00000196268	ZNF493 [22]	2.3.3.0.229	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:21579921-21610375	chr19:21579921-21579921	1
ZNF471	ENSG00000196263	ZNF471 (ERP1) [15]	2.3.3.0.191	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57019212-57041590	chr19:57019212-57019212	1
UNCX	ENSG00000164853	UNCX (Uncx4.1)	3.1.3.27.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr7:1272543-1276954	chr7:1272543-1272543	1
AC084219.4	ENSG00000186019	ZNF224 (BMZF2, KOX22, ZNF233, ZNF255, ZNF27) [18]	2.3.3.47.6	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44609616-44617298	chr19:44617298-44617298	-1
ZNF566	ENSG00000186017	ZNF566 [8]	2.3.3.35.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:36936021-36980804	chr19:36980804-36980804	-1
ZNF438	ENSG00000183621	ZNF438 [3+1]	2.3.4.0.22	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr10:31133563-31320866	chr10:31320866-31320866	-1
ZNF84	ENSG00000198040	ZNF84 [19]	2.3.3.0.216	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr12:133613878-133639885	chr12:133613878-133613878	1
ZNF667	ENSG00000198046	ZNF667 [15]	2.3.3.0.179	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:56950694-56989434	chr19:56989434-56989434	-1
ZNF692	ENSG00000171163	ZNF692 [5]	2.3.3.3.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:249144205-249153343	chr1:249153343-249153343	-1
ZNF672	ENSG00000171161	ZNF672 [14]	2.3.3.66.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:249132409-249143716	chr1:249132409-249132409	1
RCOR2	ENSG00000167771	RCoR2	3.5.1.2.4	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr11:63678693-63684316	chr11:63684316-63684316	-1
MESP1	ENSG00000166823	Mesp-1	1.2.3.3.1	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr15:90291892-90294541	chr15:90294541-90294541	-1
SMARCC1	ENSG00000173473	SMARCC1 (BAF155)	3.5.1.6.3	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr3:47626762-47823596	chr3:47823596-47823596	-1
RUNX3	ENSG00000020633	Runx3 (PEBP2alphaC, CBF-alpha3, AML-2)	6.4.1.0.3	6.4	Runt domain factors	6.4.1	chr1:25226002-25291612	chr1:25291612-25291612	-1
HOXA6	ENSG00000106006	Hox-A6 (HOX1B)	3.1.1.6.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27185015-27192217	chr7:27192217-27192217	-1
HOXA5	ENSG00000106004	Hox-A5 (HOX1C)	3.1.1.5.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27180671-27183287	chr7:27183287-27183287	-1
VSX2	ENSG00000119614	VSX-2 (HOX10)	3.1.3.28.2	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr14:74706175-74729441	chr14:74706175-74706175	1
ZNF43	ENSG00000198521	ZNF43 (HTF6, KOX27, ZNF39, ZNF39L1) [22]	2.3.3.0.230	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:21987752-22034927	chr19:22034927-22034927	-1
NFKBIZ	ENSG00000144802	IkappaBzeta (MAIL)	6.1.2.1.5	6.1	Rel homology region (RHR) factors	6.1.2	chr3:101546835-101579866	chr3:101546835-101546835	1
ZIC2	ENSG00000043355	ZIC2 [5]	2.3.3.1.8	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr13:100634026-100639018	chr13:100634026-100634026	1
THAP1	ENSG00000131931	THAP1	2.9.1.0.1	2.9	C2CH THAP-type zinc finger factors	2.9.1	chr8:42691817-42698468	chr8:42698468-42698468	-1
ZNF41	ENSG00000147124	ZNF41 [18]	2.3.3.68.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chrX:47305278-47342345	chrX:47342345-47342345	-1
ZNF599	ENSG00000153896	ZNF599 [14]	2.3.3.54.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:35248979-35264134	chr19:35264134-35264134	-1
TWIST2	ENSG00000233608	Twist-2 (Dermo-1)	1.2.3.2.2	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr2:239756673-239795893	chr2:239756673-239756673	1
NKX2-3	ENSG00000119919	NKX-2.3 (NKX2-3, NKX2C, NKX4-3)	3.1.2.17.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:101292690-101296278	chr10:101292690-101292690	1
GMEB2	ENSG00000101216	GMEB-2	5.3.3.1.2	5.3	SAND domain factors	5.3.3	chr20:62218955-62258394	chr20:62258394-62258394	-1
TCF7	ENSG00000081059	TCF-7 (TCF-1) [1]	4.1.3.0.1	4.1	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1.3	chr5:133450402-133487556	chr5:133450402-133450402	1
ZNF611	ENSG00000213020	ZNF611 [17]	2.3.3.72.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53206066-53238326	chr19:53238326-53238326	-1
